股票代码,公司,简介,公司网站,公司地址,公司电话
SH603577,汇金通,"青岛汇金通电力设备股份有限公司主营业务为输电线路角钢塔、钢管塔、变电站构架等电力输送设备的研发、生产和销售，以及电力项目总承包、检验检测服务等业务。公司主要产品为角钢塔、钢管塔、变电站构架等。公司具有国内最高电压等级750KV输电线路铁塔生产许可证以及国家电网公司特高压铁塔产品供应资质。
　　2010年，公司被山东省企业信用与社会责任协会、山东省工商行政管理局评为省级守合同重信用企业。2011年公司荣获中共胶州市委、胶州市人民政府颁发的“科技创新先进企业”称号。2012年，公司被青岛市经济和信息化委员会评为青岛市名牌。2013年，公司被山东省工商局授予“山东省著名商标”。",http://www.hjttower.com,山东省青岛市胶州市铺集镇东部工业区,86-532-58081688
SZ000789,万年青,"江西万年青水泥股份有限公司主要从事硅酸盐水泥、商品混凝土、骨料及新型墙材的生产及销售。公司生产的主要产品有：“万年青”牌系列普通硅酸盐水泥和复合硅酸盐水泥，以及商品熟料、商品混凝土、新型墙材等。公司是全国最大工业企业经济效益500家之一、全国300家重点联系企业,是初具规模的生产自动化、管理现代化、环境园林化、生活城市化的国家大型一档企业。公司是中国重点水泥生产企业、江西省最大的水泥生产厂家。江西水泥生产的“万年青”牌子系列硅酸水泥、普通硅酸盐水泥和复合硅酸盐水泥,出厂合格率连续13年保持100%,其中普通硅酸盐P525#水泥为省优产品,普通硅酸盐P525R为部优产品。具有60多年的建厂历史,是全国最早采用国产新型干法水泥工艺线的厂家,技术力量雄厚,产品质量稳定,在华东地区拥有较高的品牌知名度和美誉度,产品广泛用于高楼、机场、桥梁、隧道、高等级公路等国家大型重点工程建设,受到了业主、工程设计和建造者的一直好评,荣获“全国建材行业先进集体”,“全国建材行业用户满意产品”、“江西名牌产品”等荣誉称号。",http://www.wnq.com.cn,江西省南昌市青山湖区高新技术开发区京东大道399号万年青科技园,86-791-88120789
SZ301057,汇隆新材,浙江汇隆新材料股份有限公司主营业务是从事符合国家节能环保战略方向的原液着色纤维的研发、生产及销售。公司的主要产品是使用原液着色技术生产的差别化有色涤纶长丝DTY、FDY和POY等。公司产品近三年（2017-2019年）产量、销量等指标，在切片纺原液着色涤纶长丝细分行业中排名前三位。同时，公司及其产品曾荣获“湖州名牌产品”、“湖州市著名商标”、“浙江省AAA级守合同重信用单位”和“市政府质量奖”等荣誉或称号，在市场中树立了良好的口碑。,http://www.hljtchina.com,浙江省湖州市德清县禹越镇杭海路,86-572-8899721
SZ002788,鹭燕医药,"鹭燕医药股份有限公司从事医药分销和零售,隶属于医药流通行业,系福建省最大的医药流通企业,主营业务为药品、中药饮片、医疗器械等分销及医药零售连锁,主要收入来源为医药批发销售收入。主要产品有药品、医疗器械、中药饮片。根据中国医药商业协会《药品流通蓝皮书2019:2018年药品流通行业运行统计分析报告》中披露的全国医药批发企业主营业务收入百强排名,公司2018年位列第20位,已连续十年居福建省医药流通企业第一。公司在福建省医疗机构纯销市场处于领先地位。",http://www.luyan.com.cn,福建省厦门市湖里区安岭路1004号,86-592-8129338
SH600095,湘财股份,湘财股份有限公司的主营业务是证券业务、防水卷材业务、制药业务、食品加工业务以及贸易业务。公司的主要产品为证券服务、金融产品服务、复合防水卷材、建筑防水施工、豆卵磷脂、大豆蛋白质粉、成品油、化工产品、天然橡胶。,http://www.600095.com.cn,黑龙江省哈尔滨市道里区高新技术产业开发区迎宾路集中区太湖北路7号,86-451-84346722
SH603006,联明股份,上海联明机械股份有限公司主营业务是汽车车身零部件业务和供应链综合服务业务。主要产品是供应链管理服务、冷链物流、车身零部件。,http://www.shanghailmjx.com,上海市浦东新区金海路3288号5楼,86-21-58560017
SH688046,药康生物,江苏集萃药康生物科技股份有限公司是一家专业从事实验动物小鼠模型的研发、生产、销售及相关技术服务的高新技术企业，主要产品有商品化小鼠模型销售业务、模型定制业务、定制繁育业务、功能药效业务、代理进出口及其他业务。公司荣获国家遗传工程小鼠资源库共建单位、2019年度江苏省科学技术奖三等奖。,http://www.gempharmatech.com,江苏省南京市浦口区江北新区学府路12号,86-25-58265927
SH600212,绿能慧充,绿能慧充数字能源技术股份有限公司主营业务分为发电业务、铁路运输业务。公司发电业务是以上游钢铁、焦化企业的尾气为原料综合利用发电。铁路专用线运输业务主要经营铁路专用线及货场。,http://www.gresgying.com,山东省临沂市罗庄区江泉工业园三江路6号,86-539-7100051
SZ000590,启迪药业,启迪药业集团股份公司主要致力于研究、开发中国中药传统秘方、验方和西药制剂，主要产品包含古汉养生精（口服液、片剂）、养心定悸颗粒、健肾壮腰丸等中成药以及大容量注射剂、原料药、五维赖氨酸口服溶液等西药制剂。作为传统中、西药生产与销售的企业，品牌与品种优势突出，是湖南省主要的医药企业之一。公司具有现代化的生产设备，产品“古汉养生精”因其独特配方，曾被评为国家秘密技术项目品种和国家中药保护品种，产品质量被市场及客户高度认可，树立了较好的市场口碑。,http://www.tuspharma.cn,湖南省衡阳市蒸湘区高新区杨柳路33号,86-734-8239335
SZ301062,上海艾录,上海艾录包装股份有限公司主要从事工业用纸包装、塑料包装及智能包装系统的研发、设计、生产、销售以及服务。公司主要产品工业有用纸包装、塑料包装、智能包装系统三类。2017年、2019年被评为“上海民营制造业企业100强”，2017年被中国包装联合会评为“中国纸包装50强”，2020 年公司均入选“中国印刷包装企业 100 强”企业名单。,http://www.ailugroup.com,上海市金山区山阳镇阳乐路88号,86-21-57293030-8356
SZ300600,国瑞科技,常熟市国瑞科技股份有限公司的主营业务是从事船舶及海洋工程电气、自动化系统及其系统集成的研发、生产、销售及综合技术服务，主要产品为船舶配电系统、及船舶机舱自动化系统。公司产品通过了“CCS（中国船级社） ”、 “LR（英国劳氏船级社） ”、 “DNV GL（挪威德国船级社） ”、 “ABS（美国船级社） ”、 “BV（法国船级社） ”、 “NK（日本海事协会） ”等中外船级社的检验。,http://www.cn-grkj.com,江苏省苏州市常熟市虞山镇高新技术产业园青岛路2号,86-512-52828917
SH603033,三维股份,"三维控股集团股份有限公司所从事的主要业务为轨道交通产业和橡胶制品产业：轨道交通产业：公司是全国高速铁路及城市地铁（预应力）混凝土枕及配件生产企业,致力于在预应力混凝土枕领域提供高质量、安全可靠的产品和服务；橡胶制品产业：公司致力于在橡胶胶带领域提供高质量、安全可靠的产品和服务，自1997年前身三维有限成立以来，一直从事橡胶输送带、V带的生产和销售。根据中国橡胶工业协会统计数据，公司是全国唯一一家输送带及V带产销量连续多年排名行业前十的企业，其中输送带2018-2019年度行业排名第三；V带2018-2019年度行业排名第二。公司已连续多年被认定为“中国输送带十强企业”、“中国传动带十强企业”、“中国橡胶工业百强企业”。",http://www.three-v.com,浙江省台州市三门县海游街道光明中路518号,86-576-83518360
SH600837,海通证券,海通证券股份有限公司主营业务有财富管理、投资银行、资产管理、交易及机构、融资租赁等；公司E海通财APP获得2018券商APP优秀案例奖和2018证券公司APP十大品牌等多个奖项；公司e海通财APP用户超2300万台，APP交易客户覆盖率超80%，活跃用户数稳居行业前列，并获评证券时报.券商中国颁发的“2018证券公司APP十大品牌”、新浪财经颁发的“年度十佳APP”等重要奖项。在2019年“新财富最佳分析师”评比中，公司研究所获颁26个奖项，并荣获最具影响力研究机构第一名；继续保持在社保研究评比中排名第一。,http://www.htsec.com,"Haitong Bund Finance Plaza
No. 888 South Zhongshan Road
Huangpu District
Shanghai
China",86-21-23180000
SH603020,爱普股份,爱普香料集团股份有限公司的主营业务为香料、香精和食品配料的研发、制造和销售及食品配料贸易。公司的主要产品包括香料、香精、食品配料、乳脂制品、食品配料。,http://www.cnaff.com,上海市静安区高平路733号,86-21-66523100
SH603992,松霖科技,厦门松霖科技股份有限公司主营业务是厨房卫浴产品、家居产品及美容健康产品的研发、生产和销售以及整屋装修、工程配套装修业务。主要产品是花洒、淋浴系统、升降杆、龙头、软管、浴室柜、智能马桶、沙发、床、美容花洒、美容仪、冲牙器、松霖·家。,http://www.solex-group.com,福建省厦门市海沧区阳光西路298号,86-592-3502118
